name,timestamp,network_name,value_counts
92000270*,2022-01-12,AT&T Mobility,3
92000270*,2022-01-13,AT&T Mobility,4
92000270*,2022-01-14,AT&T Mobility,3
92000270*,2022-01-15,AT&T Mobility,4
92000270*,2022-01-16,AT&T Mobility,4
92000270*,2022-01-17,AT&T Mobility,2
92000330,2021-11-25,"T-Mobile USA, Inc",2
92000330,2021-11-26,"T-Mobile USA, Inc",4
92000330,2021-11-27,"T-Mobile USA, Inc",3
92000330,2021-11-28,"T-Mobile USA, Inc",4
92000330,2021-11-29,"T-Mobile USA, Inc",3
92000330,2021-11-30,"T-Mobile USA, Inc",3
92000330,2021-12-01,"T-Mobile USA, Inc",4
92000330,2021-12-02,"T-Mobile USA, Inc",3
92000330,2021-12-03,"T-Mobile USA, Inc",4
92000330,2021-12-04,"T-Mobile USA, Inc",3
92000330,2021-12-05,"T-Mobile USA, Inc",4
92000330,2021-12-06,"T-Mobile USA, Inc",3
92000330,2021-12-07,"T-Mobile USA, Inc",3
92000330,2021-12-08,"T-Mobile USA, Inc",4
92000330,2021-12-08,AT&T Mobility,1
92000330,2021-12-09,AT&T Mobility,3
92000330,2021-12-10,AT&T Mobility,4
92000330,2021-12-11,AT&T Mobility,3
92000330,2021-12-12,AT&T Mobility,4
92000330,2021-12-13,AT&T Mobility,4
92000330,2021-12-14,AT&T Mobility,3
92000330,2021-12-15,AT&T Mobility,4
92000330,2021-12-16,AT&T Mobility,3
92000330,2021-12-17,AT&T Mobility,4
92000330,2021-12-18,"T-Mobile USA, Inc",3
92000330,2021-12-19,"T-Mobile USA, Inc",4
92000330,2021-12-20,"T-Mobile USA, Inc",3
92000330,2021-12-21,"T-Mobile USA, Inc",3
92000330,2021-12-22,"T-Mobile USA, Inc",4
92000330,2021-12-23,"T-Mobile USA, Inc",3
92000330,2021-12-24,"T-Mobile USA, Inc",4
92000330,2021-12-25,"T-Mobile USA, Inc",3
92000330,2021-12-26,"T-Mobile USA, Inc",4
92000330,2021-12-27,"T-Mobile USA, Inc",3
92000330,2021-12-28,"T-Mobile USA, Inc",3
92000330,2021-12-29,"T-Mobile USA, Inc",4
92000330,2021-12-30,"T-Mobile USA, Inc",3
92000330,2021-12-31,"T-Mobile USA, Inc",4
92000330,2022-01-01,"T-Mobile USA, Inc",3
92000330,2022-01-02,"T-Mobile USA, Inc",4
92000330,2022-01-03,"T-Mobile USA, Inc",4
92000330,2022-01-04,"T-Mobile USA, Inc",3
92000330,2022-01-05,"T-Mobile USA, Inc",3
92000330,2022-01-06,"T-Mobile USA, Inc",4
92000330,2022-01-07,"T-Mobile USA, Inc",4
92000330,2022-01-08,"T-Mobile USA, Inc",3
92000330,2022-01-09,"T-Mobile USA, Inc",4
92000330,2022-01-10,"T-Mobile USA, Inc",3
92000330,2022-01-11,"T-Mobile USA, Inc",4
92000330,2022-01-12,"T-Mobile USA, Inc",3
92000330,2022-01-13,"T-Mobile USA, Inc",3
92000330,2022-01-14,"T-Mobile USA, Inc",4
92000330,2022-01-15,"T-Mobile USA, Inc",4
92000330,2022-01-16,"T-Mobile USA, Inc",3
92000330,2022-01-17,"T-Mobile USA, Inc",2
92000351,2021-11-25,"T-Mobile USA, Inc",12
92000351,2021-11-26,"T-Mobile USA, Inc",12
92000351,2021-11-27,"T-Mobile USA, Inc",9
92000351,2021-11-28,"T-Mobile USA, Inc",18
92000351,2021-11-29,"T-Mobile USA, Inc",12
92000351,2021-11-30,"T-Mobile USA, Inc",12
92000351,2021-12-01,"T-Mobile USA, Inc",8
92000351,2021-12-02,"T-Mobile USA, Inc",9
92000351,2021-12-03,"T-Mobile USA, Inc",3
92000351,2021-12-03,AT&T Mobility,2
92000351,2021-12-04,AT&T Mobility,4
92000351,2021-12-05,AT&T Mobility,3
92000351,2021-12-06,AT&T Mobility,4
92000351,2021-12-07,AT&T Mobility,3
92000351,2021-12-08,AT&T Mobility,4
92000351,2021-12-09,AT&T Mobility,3
92000351,2021-12-10,AT&T Mobility,4
92000351,2021-12-11,AT&T Mobility,3
92000351,2021-12-12,AT&T Mobility,4
92000351,2021-12-13,AT&T Mobility,3
92000351,2021-12-14,AT&T Mobility,4
92000351,2021-12-15,AT&T Mobility,3
92000351,2021-12-16,AT&T Mobility,3
92000351,2021-12-17,AT&T Mobility,4
92000351,2021-12-18,AT&T Mobility,3
92000351,2021-12-19,AT&T Mobility,4
92000351,2021-12-20,AT&T Mobility,3
92000351,2021-12-21,AT&T Mobility,4
92000351,2021-12-22,AT&T Mobility,3
92000351,2021-12-23,AT&T Mobility,3
92000351,2021-12-24,AT&T Mobility,4
92000351,2021-12-25,AT&T Mobility,4
92000351,2021-12-26,AT&T Mobility,3
92000351,2021-12-27,AT&T Mobility,3
92000351,2021-12-28,AT&T Mobility,4
92000351,2021-12-29,AT&T Mobility,3
92000351,2021-12-30,AT&T Mobility,4
92000351,2021-12-31,AT&T Mobility,3
92000351,2022-01-01,AT&T Mobility,4
92000351,2022-01-02,AT&T Mobility,3
92000351,2022-01-03,AT&T Mobility,3
92000351,2022-01-04,AT&T Mobility,4
92000351,2022-01-05,AT&T Mobility,3
92000351,2022-01-06,AT&T Mobility,4
92000351,2022-01-07,AT&T Mobility,4
92000351,2022-01-08,AT&T Mobility,4
92000351,2022-01-09,AT&T Mobility,3
92000351,2022-01-10,AT&T Mobility,3
92000351,2022-01-11,AT&T Mobility,4
92000351,2022-01-12,AT&T Mobility,3
92000351,2022-01-13,AT&T Mobility,4
92000351,2022-01-14,AT&T Mobility,3
92000351,2022-01-15,AT&T Mobility,4
92000351,2022-01-16,AT&T Mobility,3
92000351,2022-01-17,AT&T Mobility,2
92000354,2021-11-25,"T-Mobile USA, Inc",3
92000354,2021-11-26,"T-Mobile USA, Inc",3
92000354,2021-11-27,"T-Mobile USA, Inc",3
92000354,2021-11-28,"T-Mobile USA, Inc",4
92000354,2021-11-29,"T-Mobile USA, Inc",3
92000354,2021-11-30,"T-Mobile USA, Inc",4
92000354,2021-12-01,"T-Mobile USA, Inc",3
92000354,2021-12-02,"T-Mobile USA, Inc",4
92000354,2021-12-03,"T-Mobile USA, Inc",3
92000354,2021-12-04,"T-Mobile USA, Inc",3
92000354,2021-12-05,"T-Mobile USA, Inc",4
92000354,2021-12-06,"T-Mobile USA, Inc",3
92000354,2021-12-07,"T-Mobile USA, Inc",4
92000354,2021-12-08,"T-Mobile USA, Inc",3
92000354,2021-12-09,AT&T Mobility,4
92000354,2021-12-10,AT&T Mobility,3
92000354,2021-12-11,AT&T Mobility,4
92000354,2021-12-12,AT&T Mobility,3
92000354,2021-12-13,AT&T Mobility,4
92000354,2021-12-14,AT&T Mobility,3
92000354,2021-12-15,AT&T Mobility,5
92000354,2021-12-16,AT&T Mobility,3
92000354,2021-12-17,AT&T Mobility,4
92000354,2021-12-18,AT&T Mobility,3
92000354,2021-12-19,AT&T Mobility,4
92000354,2021-12-20,AT&T Mobility,3
92000354,2021-12-21,AT&T Mobility,3
92000354,2021-12-22,AT&T Mobility,4
92000354,2021-12-23,AT&T Mobility,3
92000354,2021-12-24,AT&T Mobility,4
92000354,2021-12-25,AT&T Mobility,3
92000354,2021-12-28,AT&T Mobility,3
92000354,2021-12-29,AT&T Mobility,3
92000354,2021-12-30,AT&T Mobility,4
92000354,2021-12-31,AT&T Mobility,3
92000354,2022-01-01,AT&T Mobility,5
92000354,2022-01-03,AT&T Mobility,1
92000354,2022-01-04,AT&T Mobility,3
92000354,2022-01-05,AT&T Mobility,3
92000354,2022-01-06,AT&T Mobility,4
92000354,2022-01-07,AT&T Mobility,3
92000354,2022-01-08,AT&T Mobility,4
92000354,2022-01-09,AT&T Mobility,3
92000354,2022-01-10,AT&T Mobility,4
92000354,2022-01-11,AT&T Mobility,3
92000354,2022-01-12,AT&T Mobility,4
92000354,2022-01-13,AT&T Mobility,3
92000354,2022-01-14,AT&T Mobility,4
92000354,2022-01-15,AT&T Mobility,3
92000354,2022-01-16,AT&T Mobility,4
92000354,2022-01-17,AT&T Mobility,2
92000368,2021-12-07,"T-Mobile USA, Inc",5
92000368,2021-12-08,"T-Mobile USA, Inc",4
92000368,2021-12-09,"T-Mobile USA, Inc",3
92000368,2021-12-10,"T-Mobile USA, Inc",4
92000368,2021-12-11,"T-Mobile USA, Inc",3
92000368,2021-12-12,"T-Mobile USA, Inc",4
92000368,2021-12-13,"T-Mobile USA, Inc",3
92000368,2021-12-14,"T-Mobile USA, Inc",4
92000368,2021-12-15,"T-Mobile USA, Inc",3
92000368,2021-12-16,"T-Mobile USA, Inc",4
92000368,2021-12-17,"T-Mobile USA, Inc",3
92000368,2021-12-18,"T-Mobile USA, Inc",4
92000368,2021-12-19,"T-Mobile USA, Inc",3
92000368,2021-12-20,"T-Mobile USA, Inc",3
92000368,2021-12-21,"T-Mobile USA, Inc",4
92000368,2021-12-22,"T-Mobile USA, Inc",3
92000368,2021-12-23,AT&T Mobility,3
92000368,2021-12-23,"T-Mobile USA, Inc",2
92000368,2021-12-24,AT&T Mobility,4
92000368,2021-12-25,AT&T Mobility,3
92000368,2021-12-26,AT&T Mobility,4
92000368,2021-12-27,AT&T Mobility,3
92000368,2021-12-28,AT&T Mobility,5
92000368,2021-12-29,AT&T Mobility,3
92000368,2021-12-30,AT&T Mobility,3
92000368,2021-12-31,AT&T Mobility,4
92000368,2022-01-01,AT&T Mobility,3
92000368,2022-01-02,AT&T Mobility,4
92000368,2022-01-03,AT&T Mobility,3
92000368,2022-01-04,AT&T Mobility,4
92000368,2022-01-05,AT&T Mobility,3
92000368,2022-01-06,AT&T Mobility,3
92000368,2022-01-07,AT&T Mobility,4
92000368,2022-01-08,AT&T Mobility,3
92000368,2022-01-09,AT&T Mobility,4
92000368,2022-01-10,AT&T Mobility,3
92000368,2022-01-11,AT&T Mobility,4
92000368,2022-01-12,AT&T Mobility,2
92000368,2022-01-12,"T-Mobile USA, Inc",2
92000368,2022-01-13,"T-Mobile USA, Inc",3
92000368,2022-01-14,"T-Mobile USA, Inc",4
92000368,2022-01-15,"T-Mobile USA, Inc",4
92000368,2022-01-16,"T-Mobile USA, Inc",3
92000368,2022-01-17,"T-Mobile USA, Inc",3
92000436,2021-11-25,"T-Mobile USA, Inc",3
92000436,2021-11-26,"T-Mobile USA, Inc",3
92000436,2021-11-27,"T-Mobile USA, Inc",4
92000436,2021-11-28,"T-Mobile USA, Inc",3
92000436,2021-11-29,"T-Mobile USA, Inc",3
92000436,2021-11-30,"T-Mobile USA, Inc",4
92000436,2021-12-01,"T-Mobile USA, Inc",3
92000436,2021-12-02,"T-Mobile USA, Inc",4
92000436,2021-12-03,"T-Mobile USA, Inc",3
92000436,2021-12-04,"T-Mobile USA, Inc",4
92000436,2021-12-05,"T-Mobile USA, Inc",3
92000436,2021-12-06,"T-Mobile USA, Inc",4
92000436,2021-12-07,"T-Mobile USA, Inc",4
92000436,2021-12-08,"T-Mobile USA, Inc",5
92000436,2021-12-09,"T-Mobile USA, Inc",3
92000436,2021-12-10,"T-Mobile USA, Inc",3
92000436,2021-12-11,"T-Mobile USA, Inc",4
92000436,2021-12-12,"T-Mobile USA, Inc",3
92000436,2021-12-13,"T-Mobile USA, Inc",4
92000436,2021-12-14,"T-Mobile USA, Inc",3
92000436,2021-12-15,"T-Mobile USA, Inc",4
92000436,2021-12-16,"T-Mobile USA, Inc",3
92000436,2021-12-17,"T-Mobile USA, Inc",3
92000436,2021-12-18,"T-Mobile USA, Inc",4
92000436,2021-12-19,"T-Mobile USA, Inc",3
92000436,2021-12-20,"T-Mobile USA, Inc",4
92000436,2021-12-21,"T-Mobile USA, Inc",3
92000436,2021-12-22,"T-Mobile USA, Inc",4
92000436,2021-12-23,"T-Mobile USA, Inc",3
92000436,2021-12-24,"T-Mobile USA, Inc",3
92000436,2021-12-25,"T-Mobile USA, Inc",4
92000436,2021-12-26,"T-Mobile USA, Inc",3
92000436,2021-12-27,"T-Mobile USA, Inc",4
92000436,2021-12-28,"T-Mobile USA, Inc",3
92000436,2021-12-29,"T-Mobile USA, Inc",4
92000436,2021-12-30,"T-Mobile USA, Inc",3
92000436,2021-12-31,"T-Mobile USA, Inc",3
92000436,2022-01-01,"T-Mobile USA, Inc",4
92000436,2022-01-02,"T-Mobile USA, Inc",3
92000436,2022-01-03,"T-Mobile USA, Inc",4
92000436,2022-01-04,"T-Mobile USA, Inc",3
92000436,2022-01-05,"T-Mobile USA, Inc",4
92000436,2022-01-06,"T-Mobile USA, Inc",3
92000436,2022-01-07,"T-Mobile USA, Inc",4
92000436,2022-01-08,"T-Mobile USA, Inc",3
92000436,2022-01-09,"T-Mobile USA, Inc",4
92000436,2022-01-10,"T-Mobile USA, Inc",3
92000436,2022-01-11,"T-Mobile USA, Inc",3
92000436,2022-01-12,"T-Mobile USA, Inc",4
92000436,2022-01-13,"T-Mobile USA, Inc",3
92000436,2022-01-14,"T-Mobile USA, Inc",4
92000436,2022-01-15,"T-Mobile USA, Inc",18
92000436,2022-01-16,"T-Mobile USA, Inc",21
92000436,2022-01-17,"T-Mobile USA, Inc",4
92000436,2022-01-17,AT&T Mobility,1
92000442,2021-11-25,AT&T Mobility,3
92000442,2021-11-26,AT&T Mobility,4
92000442,2021-11-27,AT&T Mobility,4
92000442,2021-11-28,AT&T Mobility,4
92000442,2021-11-29,AT&T Mobility,4
92000442,2021-11-30,AT&T Mobility,4
92000442,2021-12-01,AT&T Mobility,3
92000442,2021-12-02,AT&T Mobility,5
92000442,2021-12-03,AT&T Mobility,4
92000442,2021-12-04,AT&T Mobility,5
92000442,2021-12-05,AT&T Mobility,3
92000442,2021-12-06,AT&T Mobility,4
92000442,2021-12-07,AT&T Mobility,5
92000442,2021-12-08,AT&T Mobility,4
92000442,2021-12-09,AT&T Mobility,2
92000442,2021-12-20,AT&T Mobility,4
92000442,2021-12-21,AT&T Mobility,5
92000442,2021-12-22,AT&T Mobility,4
92000442,2021-12-23,AT&T Mobility,3
92000442,2021-12-24,AT&T Mobility,4
92000442,2021-12-25,AT&T Mobility,4
92000442,2021-12-26,AT&T Mobility,5
92000442,2021-12-27,AT&T Mobility,4
92000442,2021-12-28,AT&T Mobility,3
92000442,2021-12-29,AT&T Mobility,4
92000442,2021-12-30,AT&T Mobility,5
92000442,2021-12-31,AT&T Mobility,5
92000442,2022-01-01,AT&T Mobility,6
92000442,2022-01-02,AT&T Mobility,4
92000442,2022-01-03,AT&T Mobility,3
92000442,2022-01-07,AT&T Mobility,3
92000442,2022-01-08,AT&T Mobility,3
92000442,2022-01-09,AT&T Mobility,4
92000442,2022-01-10,AT&T Mobility,3
92000442,2022-01-11,AT&T Mobility,4
92000442,2022-01-12,AT&T Mobility,2
92000442,2022-01-12,"T-Mobile USA, Inc",2
92000442,2022-01-13,"T-Mobile USA, Inc",3
92000442,2022-01-14,"T-Mobile USA, Inc",4
92000442,2022-01-15,"T-Mobile USA, Inc",3
92000442,2022-01-16,"T-Mobile USA, Inc",2
92000442,2022-01-17,"T-Mobile USA, Inc",2
92000444,2021-11-25,"T-Mobile USA, Inc",6
92000444,2021-11-26,"T-Mobile USA, Inc",12
92000444,2021-11-27,"T-Mobile USA, Inc",19
92000444,2021-11-28,"T-Mobile USA, Inc",7
92000444,2021-11-29,"T-Mobile USA, Inc",12
92000444,2021-11-30,"T-Mobile USA, Inc",20
92000444,2021-12-01,"T-Mobile USA, Inc",13
92000444,2021-12-02,"T-Mobile USA, Inc",12
92000444,2021-12-03,"T-Mobile USA, Inc",3
92000444,2021-12-03,AT&T Mobility,2
92000444,2021-12-04,AT&T Mobility,4
92000444,2021-12-05,AT&T Mobility,3
92000444,2021-12-06,AT&T Mobility,4
92000444,2021-12-07,AT&T Mobility,3
92000444,2021-12-08,AT&T Mobility,3
92000444,2021-12-09,AT&T Mobility,4
92000444,2021-12-10,AT&T Mobility,3
92000444,2021-12-11,AT&T Mobility,4
92000444,2021-12-12,AT&T Mobility,3
92000444,2021-12-13,AT&T Mobility,4
92000444,2021-12-14,AT&T Mobility,3
92000444,2021-12-15,AT&T Mobility,3
92000444,2021-12-16,AT&T Mobility,4
92000444,2021-12-17,AT&T Mobility,3
92000444,2021-12-18,AT&T Mobility,4
92000444,2021-12-19,AT&T Mobility,3
92000444,2021-12-20,AT&T Mobility,4
92000444,2021-12-21,AT&T Mobility,3
92000444,2021-12-22,AT&T Mobility,3
92000444,2021-12-23,AT&T Mobility,4
92000444,2021-12-24,AT&T Mobility,3
92000444,2021-12-25,AT&T Mobility,4
92000444,2021-12-26,AT&T Mobility,3
92000444,2021-12-27,AT&T Mobility,4
92000444,2021-12-28,AT&T Mobility,3
92000444,2021-12-29,AT&T Mobility,3
92000444,2021-12-30,AT&T Mobility,4
92000444,2021-12-31,AT&T Mobility,3
92000444,2022-01-01,AT&T Mobility,5
92000444,2022-01-02,AT&T Mobility,3
92000444,2022-01-03,AT&T Mobility,3
92000444,2022-01-04,AT&T Mobility,4
92000444,2022-01-05,AT&T Mobility,3
92000444,2022-01-06,AT&T Mobility,4
92000444,2022-01-07,AT&T Mobility,4
92000444,2022-01-08,AT&T Mobility,3
92000444,2022-01-09,AT&T Mobility,3
92000444,2022-01-10,AT&T Mobility,4
92000444,2022-01-11,AT&T Mobility,4
92000444,2022-01-12,AT&T Mobility,4
92000444,2022-01-13,AT&T Mobility,3
92000444,2022-01-14,AT&T Mobility,3
92000444,2022-01-15,AT&T Mobility,4
92000444,2022-01-16,AT&T Mobility,3
92000444,2022-01-17,AT&T Mobility,3
92000479*,2021-11-25,AT&T Mobility,4
92000479*,2021-11-26,AT&T Mobility,4
92000479*,2021-11-27,AT&T Mobility,4
92000479*,2021-11-28,AT&T Mobility,5
92000479*,2021-11-29,AT&T Mobility,12
92000479*,2021-11-30,AT&T Mobility,5
92000479*,2021-12-01,AT&T Mobility,11
92000479*,2021-12-02,AT&T Mobility,12
92000479*,2021-12-03,AT&T Mobility,36
92000479*,2021-12-04,AT&T Mobility,56
92000479*,2021-12-05,AT&T Mobility,38
92000479*,2021-12-06,AT&T Mobility,15
92000479*,2021-12-07,AT&T Mobility,11
92000479*,2021-12-08,AT&T Mobility,33
92000479*,2021-12-09,AT&T Mobility,18
92000479*,2021-12-10,AT&T Mobility,17
92000479*,2021-12-11,AT&T Mobility,11
92000479*,2021-12-11,"T-Mobile USA, Inc",2
92000479*,2021-12-12,"T-Mobile USA, Inc",4
92000479*,2021-12-13,AT&T Mobility,13
92000479*,2021-12-14,AT&T Mobility,26
92000479*,2021-12-15,AT&T Mobility,17
92000479*,2021-12-16,AT&T Mobility,12
92000479*,2021-12-17,AT&T Mobility,8
92000479*,2021-12-18,AT&T Mobility,10
92000479*,2021-12-19,AT&T Mobility,11
92000479*,2021-12-20,AT&T Mobility,4
92000479*,2021-12-20,"T-Mobile USA, Inc",4
92000479*,2021-12-21,"T-Mobile USA, Inc",4
92000479*,2021-12-22,"T-Mobile USA, Inc",4
92000479*,2021-12-23,"T-Mobile USA, Inc",3
92000479*,2021-12-24,"T-Mobile USA, Inc",4
92000479*,2021-12-25,"T-Mobile USA, Inc",3
92000479*,2021-12-26,"T-Mobile USA, Inc",4
92000479*,2021-12-27,"T-Mobile USA, Inc",3
92000479*,2021-12-28,"T-Mobile USA, Inc",4
92000479*,2021-12-29,"T-Mobile USA, Inc",3
92000479*,2021-12-30,"T-Mobile USA, Inc",3
92000479*,2021-12-31,"T-Mobile USA, Inc",4
92000479*,2022-01-01,"T-Mobile USA, Inc",3
92000479*,2022-01-02,"T-Mobile USA, Inc",4
92000479*,2022-01-03,"T-Mobile USA, Inc",3
92000479*,2022-01-04,"T-Mobile USA, Inc",4
92000479*,2022-01-05,"T-Mobile USA, Inc",4
92000479*,2022-01-06,"T-Mobile USA, Inc",5
92000479*,2022-01-07,"T-Mobile USA, Inc",4
92000479*,2022-01-08,"T-Mobile USA, Inc",3
92000479*,2022-01-09,"T-Mobile USA, Inc",4
92000479*,2022-01-10,"T-Mobile USA, Inc",4
92000479*,2022-01-11,AT&T Mobility,7
92000479*,2022-01-11,"T-Mobile USA, Inc",4
92000479*,2022-01-12,AT&T Mobility,16
92000479*,2022-01-13,AT&T Mobility,7
92000479*,2022-01-13,"T-Mobile USA, Inc",1
92000479*,2022-01-14,AT&T Mobility,4
92000479*,2022-01-14,"T-Mobile USA, Inc",4
92000479*,2022-01-15,AT&T Mobility,14
92000479*,2022-01-16,AT&T Mobility,21
92000479*,2022-01-17,AT&T Mobility,16
92000488,2021-11-25,AT&T Mobility,2
92000488,2021-11-26,AT&T Mobility,3
92000488,2021-11-27,AT&T Mobility,5
92000488,2021-11-27,"T-Mobile USA, Inc",3
92000488,2021-11-28,AT&T Mobility,3
92000488,2021-11-28,"T-Mobile USA, Inc",2
92000488,2021-11-29,AT&T Mobility,3
92000488,2021-11-30,AT&T Mobility,4
92000488,2021-12-01,AT&T Mobility,3
92000488,2021-12-02,AT&T Mobility,4
92000488,2021-12-03,AT&T Mobility,3
92000488,2021-12-04,AT&T Mobility,4
92000488,2021-12-05,AT&T Mobility,3
92000488,2021-12-06,AT&T Mobility,3
92000488,2021-12-07,AT&T Mobility,4
92000488,2021-12-08,AT&T Mobility,3
92000488,2021-12-09,AT&T Mobility,4
92000488,2021-12-10,AT&T Mobility,3
92000488,2021-12-11,AT&T Mobility,4
92000488,2021-12-12,AT&T Mobility,3
92000488,2021-12-13,AT&T Mobility,3
92000488,2021-12-14,AT&T Mobility,4
92000488,2021-12-15,AT&T Mobility,3
92000488,2021-12-16,AT&T Mobility,4
92000488,2021-12-17,AT&T Mobility,3
92000488,2021-12-18,AT&T Mobility,4
92000488,2021-12-19,AT&T Mobility,3
92000488,2021-12-20,AT&T Mobility,3
92000488,2021-12-21,AT&T Mobility,4
92000488,2021-12-22,AT&T Mobility,3
92000488,2021-12-23,AT&T Mobility,4
92000488,2021-12-24,AT&T Mobility,3
92000488,2021-12-25,AT&T Mobility,3
92000488,2021-12-26,AT&T Mobility,1
92000488,2021-12-27,AT&T Mobility,3
92000488,2021-12-30,AT&T Mobility,2
92000488,2021-12-31,AT&T Mobility,3
92000488,2022-01-01,AT&T Mobility,3
92000488,2022-01-02,AT&T Mobility,4
92000488,2022-01-03,AT&T Mobility,3
92000488,2022-01-04,AT&T Mobility,4
92000488,2022-01-05,AT&T Mobility,3
92000488,2022-01-06,AT&T Mobility,4
92000488,2022-01-07,AT&T Mobility,3
92000488,2022-01-08,AT&T Mobility,3
92000488,2022-01-09,AT&T Mobility,4
92000488,2022-01-10,AT&T Mobility,3
92000488,2022-01-11,AT&T Mobility,4
92000488,2022-01-12,AT&T Mobility,3
92000488,2022-01-13,AT&T Mobility,4
92000488,2022-01-14,AT&T Mobility,3
92000488,2022-01-15,AT&T Mobility,3
92000488,2022-01-16,AT&T Mobility,4
92000488,2022-01-17,AT&T Mobility,2
92000490,2021-11-25,"T-Mobile USA, Inc",2
92000490,2021-11-26,"T-Mobile USA, Inc",4
92000490,2021-11-27,"T-Mobile USA, Inc",4
92000490,2021-11-28,AT&T Mobility,2
92000490,2021-11-28,"T-Mobile USA, Inc",2
92000490,2021-11-29,AT&T Mobility,3
92000490,2021-11-29,"T-Mobile USA, Inc",2
92000490,2021-11-30,"T-Mobile USA, Inc",3
92000490,2021-12-01,"T-Mobile USA, Inc",4
92000490,2021-12-02,"T-Mobile USA, Inc",3
92000490,2021-12-03,"T-Mobile USA, Inc",4
92000490,2021-12-04,AT&T Mobility,4
92000490,2021-12-04,"T-Mobile USA, Inc",3
92000490,2021-12-05,AT&T Mobility,3
92000490,2021-12-06,AT&T Mobility,4
92000490,2021-12-07,AT&T Mobility,3
92000490,2021-12-08,AT&T Mobility,3
92000490,2021-12-09,AT&T Mobility,4
92000490,2021-12-10,AT&T Mobility,3
92000490,2021-12-11,AT&T Mobility,4
92000490,2021-12-12,AT&T Mobility,4
92000490,2021-12-13,AT&T Mobility,4
92000490,2021-12-13,"T-Mobile USA, Inc",1
92000490,2021-12-14,"T-Mobile USA, Inc",3
92000490,2021-12-15,"T-Mobile USA, Inc",4
92000490,2021-12-15,AT&T Mobility,2
92000490,2021-12-16,"T-Mobile USA, Inc",3
92000490,2021-12-17,"T-Mobile USA, Inc",4
92000490,2021-12-18,"T-Mobile USA, Inc",3
92000490,2021-12-19,"T-Mobile USA, Inc",3
92000490,2021-12-20,"T-Mobile USA, Inc",3
92000490,2021-12-20,AT&T Mobility,2
92000490,2021-12-21,AT&T Mobility,3
92000490,2021-12-21,"T-Mobile USA, Inc",2
92000490,2021-12-22,"T-Mobile USA, Inc",2
92000490,2021-12-22,AT&T Mobility,1
92000490,2021-12-23,AT&T Mobility,4
92000490,2021-12-24,AT&T Mobility,8
92000490,2021-12-24,"T-Mobile USA, Inc",1
92000490,2021-12-25,AT&T Mobility,3
92000490,2021-12-26,AT&T Mobility,4
92000490,2021-12-27,AT&T Mobility,3
92000490,2021-12-28,AT&T Mobility,3
92000490,2021-12-29,AT&T Mobility,4
92000490,2021-12-30,AT&T Mobility,3
92000490,2021-12-31,AT&T Mobility,12
92000490,2022-01-01,AT&T Mobility,6
92000490,2022-01-02,AT&T Mobility,5
92000490,2022-01-03,AT&T Mobility,4
92000490,2022-01-04,AT&T Mobility,15
92000490,2022-01-04,"T-Mobile USA, Inc",2
